NombreEstacion;Parametro;Fecha;Valor;Ciudad;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;28/10/2019 0:00;29.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;29/10/2019 0:00;29;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;30/10/2019 0:00;28.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;31/10/2019 0:00;28.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;1/11/2019 0:00;27.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;2/11/2019 0:00;27.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;3/11/2019 0:00;27.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;4/11/2019 0:00;28.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;5/11/2019 0:00;27.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;6/11/2019 0:00;29.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;7/11/2019 0:00;29.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;8/11/2019 0:00;29.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;9/11/2019 0:00;24.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;10/11/2019 0:00;27.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;11/11/2019 0:00;27.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;12/11/2019 0:00;25.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;13/11/2019 0:00;24.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;14/11/2019 0:00;26.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;15/11/2019 0:00;27.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;16/11/2019 0:00;28.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;17/11/2019 0:00;27.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;18/11/2019 0:00;28.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;19/11/2019 0:00;26.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;20/11/2019 0:00;27;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;21/11/2019 0:00;27.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;22/11/2019 0:00;27.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;23/11/2019 0:00;28.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;24/11/2019 0:00;26.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;25/11/2019 0:00;28.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;26/11/2019 0:00;30;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;27/11/2019 0:00;29.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;28/11/2019 0:00;28.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;29/11/2019 0:00;27.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;30/11/2019 0:00;27.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;1/12/2019 0:00;29.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;2/12/2019 0:00;29;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;3/12/2019 0:00;27;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;4/12/2019 0:00;28.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;5/12/2019 0:00;30.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;6/12/2019 0:00;29.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;7/12/2019 0:00;26.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;8/12/2019 0:00;27.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;9/12/2019 0:00;28.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;10/12/2019 0:00;28.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;11/12/2019 0:00;28.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;12/12/2019 0:00;28.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;13/12/2019 0:00;25.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;14/12/2019 0:00;26.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;15/12/2019 0:00;26.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;16/12/2019 0:00;28.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;17/12/2019 0:00;28.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;18/12/2019 0:00;27.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;19/12/2019 0:00;29.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;20/12/2019 0:00;30.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;21/12/2019 0:00;30;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;22/12/2019 0:00;28;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;23/12/2019 0:00;28.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;24/12/2019 0:00;30.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;25/12/2019 0:00;29.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;26/12/2019 0:00;31;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;27/12/2019 0:00;27.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;28/12/2019 0:00;30.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;29/12/2019 0:00;30.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;30/12/2019 0:00;25.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;31/12/2019 0:00;26.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;1/10/2021 0:00;26.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;2/10/2021 0:00;27.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;3/10/2021 0:00;30;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;4/10/2021 0:00;29.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;5/10/2021 0:00;26.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;6/10/2021 0:00;28.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;7/10/2021 0:00;29.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;8/10/2021 0:00;28.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;9/10/2021 0:00;27.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;10/10/2021 0:00;26.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;11/10/2021 0:00;26.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;12/10/2021 0:00;28;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;13/10/2021 0:00;28;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;14/10/2021 0:00;28.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;15/10/2021 0:00;30;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;16/10/2021 0:00;26.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;17/10/2021 0:00;25.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;18/10/2021 0:00;27.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;19/10/2021 0:00;29.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;20/10/2021 0:00;26.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;21/10/2021 0:00;27.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;22/10/2021 0:00;27.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;23/10/2021 0:00;26.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;24/10/2021 0:00;28;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;25/10/2021 0:00;28.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;26/10/2021 0:00;27.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;27/10/2021 0:00;26.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;28/10/2021 0:00;27.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;29/10/2021 0:00;26.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;30/10/2021 0:00;27.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;31/10/2021 0:00;25.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;1/11/2021 0:00;27.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;2/11/2021 0:00;27.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;3/11/2021 0:00;27.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;4/11/2021 0:00;26.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;5/11/2021 0:00;28;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;7/11/2021 0:00;29.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;8/11/2021 0:00;26.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;9/11/2021 0:00;25.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;10/11/2021 0:00;26.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;11/11/2021 0:00;28.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;12/11/2021 0:00;28.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;13/11/2021 0:00;27.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;14/11/2021 0:00;26.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;15/11/2021 0:00;22.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;16/11/2021 0:00;28.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;17/11/2021 0:00;28.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;18/11/2021 0:00;28.9;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;19/11/2021 0:00;27.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;20/11/2021 0:00;28.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;21/11/2021 0:00;26.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;22/11/2021 0:00;24.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;23/11/2021 0:00;24.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;24/11/2021 0:00;26.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;25/11/2021 0:00;26.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;26/11/2021 0:00;25.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;27/11/2021 0:00;28.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;28/11/2021 0:00;28.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;29/11/2021 0:00;21.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;30/11/2021 0:00;25.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;1/12/2021 0:00;27.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;2/12/2021 0:00;29.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;3/12/2021 0:00;26.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;4/12/2021 0:00;27.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;5/12/2021 0:00;28.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;6/12/2021 0:00;28.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;7/12/2021 0:00;29.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;8/12/2021 0:00;27.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;9/12/2021 0:00;27.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;10/12/2021 0:00;27.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;11/12/2021 0:00;26.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;12/12/2021 0:00;28;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;13/12/2021 0:00;27.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;14/12/2021 0:00;26.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;15/12/2021 0:00;27.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;16/12/2021 0:00;27;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;17/12/2021 0:00;25.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;18/12/2021 0:00;22;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;19/12/2021 0:00;28.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;20/12/2021 0:00;28.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;21/12/2021 0:00;25;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;22/12/2021 0:00;27.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;23/12/2021 0:00;28.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;24/12/2021 0:00;28.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;25/12/2021 0:00;29;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;26/12/2021 0:00;27.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;27/12/2021 0:00;25.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;28/12/2021 0:00;26.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;29/12/2021 0:00;24.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;30/12/2021 0:00;27.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;31/12/2021 0:00;27.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;1/01/2022 0:00;27.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;2/01/2022 0:00;26.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;3/01/2022 0:00;27.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;4/01/2022 0:00;28;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;5/01/2022 0:00;28.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;6/01/2022 0:00;26;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;7/01/2022 0:00;25;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;8/01/2022 0:00;26.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;9/01/2022 0:00;27.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;10/01/2022 0:00;24.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;11/01/2022 0:00;25.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;12/01/2022 0:00;27.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;13/01/2022 0:00;25.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;14/01/2022 0:00;25.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;15/01/2022 0:00;27.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;16/01/2022 0:00;29.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;17/01/2022 0:00;26.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;18/01/2022 0:00;24.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;19/01/2022 0:00;29.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;20/01/2022 0:00;29.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;21/01/2022 0:00;28.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;22/01/2022 0:00;27.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;23/01/2022 0:00;29.1;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;24/01/2022 0:00;27.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;25/01/2022 0:00;25.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;26/01/2022 0:00;26;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;27/01/2022 0:00;27.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;28/01/2022 0:00;29.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;29/01/2022 0:00;28.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;30/01/2022 0:00;28.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;31/01/2022 0:00;28.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;1/02/2022 0:00;29.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;2/02/2022 0:00;28.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;3/02/2022 0:00;28.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;4/02/2022 0:00;27.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;5/02/2022 0:00;25.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;6/02/2022 0:00;26.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;7/02/2022 0:00;24.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;8/02/2022 0:00;23;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;9/02/2022 0:00;23.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;10/02/2022 0:00;28.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;11/02/2022 0:00;29.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;12/02/2022 0:00;29.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;13/02/2022 0:00;27.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;14/02/2022 0:00;25.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;15/02/2022 0:00;26.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;16/02/2022 0:00;27.9;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;17/02/2022 0:00;29.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;18/02/2022 0:00;29.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;19/02/2022 0:00;20.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;20/02/2022 0:00;27.1;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;21/02/2022 0:00;26.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;22/02/2022 0:00;28.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;23/02/2022 0:00;28.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;24/02/2022 0:00;27.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;25/02/2022 0:00;27.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;26/02/2022 0:00;28.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;27/02/2022 0:00;24.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;28/02/2022 0:00;26.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;1/03/2022 0:00;27.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;2/03/2022 0:00;22.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;3/03/2022 0:00;28;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;4/03/2022 0:00;25.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;5/03/2022 0:00;25.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;6/03/2022 0:00;21.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;7/03/2022 0:00;25;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;8/03/2022 0:00;26.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;9/03/2022 0:00;26.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;10/03/2022 0:00;29.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;11/03/2022 0:00;28.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;12/03/2022 0:00;29.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;13/03/2022 0:00;28.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;14/03/2022 0:00;29;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;15/03/2022 0:00;27.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;16/03/2022 0:00;26.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;17/03/2022 0:00;27.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;18/03/2022 0:00;27.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;19/03/2022 0:00;28;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;20/03/2022 0:00;27.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;21/03/2022 0:00;28.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura maxima diaria;22/03/2022 0:00;27.4;Medellin;;;;
